id,transaction_hash,from_address,to_address,amount,dex,function_called,block_number,timestamp
9391,0xff65b51441fba494509a45dde3afd3a56896a5965727583226ab419277856ddc,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x425E80eB7CAfe900343b0096eDBe617756acCb9D,28.31662461049154,"Trader Joe","Swap AVAX For Arena",52812533,2024-11-08T14:04:42.000Z
9390,0xc40d03b9635fd070b0b9d9733febb746694fb0404ac65bcf423fe5906df7f332,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xD1c58bee0bb99Fcc3f27EEC6B79abEB6025c36C5,20.970060118054906,"Trader Joe","Swap AVAX For Arena",52812479,2024-11-08T14:02:44.000Z
9389,0xb43b08e065a470a8e8110ad13d1158b4e54db81d2a3bcf61edfe498f168b977a,0xB110F3D5Fda33D5bDC19Ce57d8b45677a0463375,0xc010A798F9eED73395A9C72520298ba33a48a2B7,3101.135463199002,"Trader Joe","Swap Arena for AVAX",52812211,2024-11-08T13:53:17.000Z
9388,0x56a0054042fff3a3340e976047bf08af94cc550e569ffd6449acffdb81257fc0,0x31Aaf3aD803e2D7E80b41e41263D213F50CEbE5E,0x015B96160687614E76BF038d507DFf2e683C2AC4,50352.75,"Trader Joe","Swap Arena for AVAX",52812115,2024-11-08T13:49:51.000Z
9387,0x7524f8bda2839d5180b5a0cfcfaff4de0d203bf907220d3fbe36377217073e58,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0x7ed2ac5Ec75f6Ec6e1211217f8C99070cB41D139,39087.76972386002,"Trader Joe","Swap Tokens For ARENA",52811872,2024-11-08T13:41:21.000Z
9386,0xdcc9adb2c79af80e9009f2820ea838d57c06e1ab14c07ea095fb8e43c4ff3857,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xbA109916A5f1381845d6FC4a2758C1abD196ff93,14.625627193248215,"Trader Joe","Swap Tokens For Tokens",52811670,2024-11-08T13:34:12.000Z
9385,0xe8f9c2607f1f7a24c62c35162620072936979fe5b74daddca998f24d8f75423c,0x8085A9Df0fA6d1B33657FD0a2419a64f5b3039FA,0x015B96160687614E76BF038d507DFf2e683C2AC4,75074.92898892578,"Trader Joe","Swap Arena for AVAX",52811638,2024-11-08T13:33:00.000Z
9384,0xfbbe80ac6cc4c2836d1f79fde7d78f98a94f07536ba012f165d8fac46dfe9be5,0x35ae52353575B27A966746fE8678296fF1e4167C,0x015B96160687614E76BF038d507DFf2e683C2AC4,60000,"Trader Joe","Swap ARENA For Tokens",52811621,2024-11-08T13:32:25.000Z
9383,0xede7042fedb44d4cf1964de0c0e96a749ee37cedaa7605388a39a7eff865c911,0x35ae52353575B27A966746fE8678296fF1e4167C,0xc010A798F9eED73395A9C72520298ba33a48a2B7,40000,"Trader Joe","Swap ARENA For Tokens",52811598,2024-11-08T13:31:37.000Z
9382,0xabe451a4c01e90a184f6e3865ef4a52365d12d3c6e1c5472a318db9b7c83bbb3,0x35ae52353575B27A966746fE8678296fF1e4167C,0xc010A798F9eED73395A9C72520298ba33a48a2B7,11100,"Trader Joe","Swap ARENA For Tokens",52811562,2024-11-08T13:30:22.000Z
9381,0x5a37985e37dde6be69e4c391806637da80ddb0e85ca9bff707b14051234d3b1e,0xc18794ce6d11561C142A4D2563605C6dE2b2a934,0xc010A798F9eED73395A9C72520298ba33a48a2B7,37722.05883733158,"Trader Joe","Swap ARENA For Tokens",52811392,2024-11-08T13:24:00.000Z
9380,0x95a1cd9587a2a21e9498ce1b3a10ba5e0203435ab6c7548d54241f594f6fdb8b,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x73C400969d80f507a31120B055bcde0c549B3282,18.255181894525496,"Trader Joe","Swap AVAX For Arena",52811203,2024-11-08T13:17:19.000Z
9379,0x6dba1a67b6de4e5eee8b9689e123baac548ddd321fca3e7d7e9df772894f0ab2,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x6c8EdF3c436508F4C200Bf037d22dedC15F572CC,68.28619138579111,"Trader Joe","Swap AVAX For Arena",52810913,2024-11-08T13:06:48.000Z
9378,0x443da2c0e8242e7a55537f5737090f250bfe80a28e18ce30c5e45f8e3cb6c73c,0x13b3b2b4e06B025ba702fE7629b7d6F08CFf827d,0xc010A798F9eED73395A9C72520298ba33a48a2B7,251.42643399470947,"Trader Joe","Swap Arena for AVAX",52810859,2024-11-08T13:04:46.000Z
9377,0xfa2b48e358bba796d84d35277f1b6d1c23783c180a24473acb765a57db87621b,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x458Eab430B39243144359ff19dcc07bC5eE23Bab,70.28323684237162,"Trader Joe","Swap AVAX For Arena",52810453,2024-11-08T12:50:11.000Z
9376,0x76d8eeef859dd0768c94ad2d2c243372f521190be504e8baef5e586de9bed199,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc4891831DF9637609e2881FD9f8937Aa1a795Ae0,25992.936053003777,"Trader Joe","Swap AVAX For Arena",52810413,2024-11-08T12:48:48.000Z
9375,0xfd4f465cc171296ce4e398672a713099f76f68154ce9faeb2a92e31008baceb4,0x4b9ee1ef81D0481B25e1476998F42d6f2C812Fa5,0xc010A798F9eED73395A9C72520298ba33a48a2B7,1000,"Trader Joe","Swap Arena for AVAX",52810198,2024-11-08T12:41:19.000Z
9374,0x106560f52d7ff3979b8e8f56a0cc0b0b415a91e6d28b0d1a6503f85c63819773,0x47FBe4f7B7C2f77D3C74868E98E27b32353BAA19,0xc010A798F9eED73395A9C72520298ba33a48a2B7,5000,"Trader Joe","Swap Arena for AVAX",52809954,2024-11-08T12:32:18.000Z
9373,0x7845739d92689ff96b12ac2abd2132c227c999dbf8681b58d5b6876e9080b097,0xa327639F0285a19D872a9b7971cFe2d41505EdB9,0xc010A798F9eED73395A9C72520298ba33a48a2B7,17161,"Trader Joe","Swap Arena for AVAX",52809848,2024-11-08T12:28:23.000Z
9372,0x1465d8941ad77a5a2d8195f0eda2ec11026d85266e6106a6e389a7f1e81a9aad,0xD978AABe3Dc964B501E8F9c3D8d6268070aa0943,0x015B96160687614E76BF038d507DFf2e683C2AC4,547295.9609924583,"Trader Joe","Add Liquidity",52809807,2024-11-08T12:26:42.000Z
9371,0xad0e32d9b008acbe9858f7d0d7d8dc06c731042eb3f938f7ec18d01415aa43d2,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,547295.9609924583,"Trader Joe","Remove Liquidity",52809787,2024-11-08T12:26:02.000Z
9370,0x187cda53025a8a4a239b147e1e77b6dc30696c1d2a1cf8e370b53accff8310a9,0x999e3726BE5DA4cC908e5E70dB82c952c004F3Ff,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,400,"Trader Joe","Swap Arena for AVAX",52809691,2024-11-08T12:22:21.000Z
9369,0x4f7e45f7b03c2056003e88b95074a46d78c23c136ef7e3f5376506a2c8df4070,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xCa36A6d4c95fe1D61A9d39c7772ea3436658C5e4,13.235995627818646,"Trader Joe","Swap AVAX For Arena",52809632,2024-11-08T12:20:02.000Z
9368,0x820aaea42a1cb070de480fa2d4dc42e954be19b9f542fa8c87b914e232bd7b03,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x81a1E801BbD5c4Ae713F169982405a96C354FDCD,57.79043490363115,"Trader Joe","Swap AVAX For Arena",52809524,2024-11-08T12:16:16.000Z
9367,0xd07f0c94631885682dbd54e4a8283b246e33e40dc2cbba412f84faa35ba2fd04,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xA0F2237CBD5cd809034f28a794Ce89f5E6976b47,6.102192958459071,"Trader Joe","Swap AVAX For Arena",52809498,2024-11-08T12:15:13.000Z
9366,0x603b6bd2174480427d5d47476c069f332c06b7b69db27958b19141fb790edb2b,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x4Be2f45c4e62ed38503e03fF68b21FcC3eB2ab7C,6.5239429214171665,"Trader Joe","Swap AVAX For Arena",52809452,2024-11-08T12:13:35.000Z
9365,0xe8a3aa26cb2a76e056fccd2af51fbc538ae912d3e5710306a78736e1d5df7ffc,0xB029a67A189fE96763ba18a09eB25cB6a9e1D2B7,0xc010A798F9eED73395A9C72520298ba33a48a2B7,2000,"Trader Joe","Swap Arena for AVAX",52809154,2024-11-08T12:02:23.000Z
9364,0xa57e2a3d4582be5a3f0f1745e2ca2850e8aab4758febb785f28a91f4646dde79,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x08d5282063aF66ffd5b86EeC860D481E888C8054,110.38756447736112,"Trader Joe","Swap Tokens For Tokens",52809081,2024-11-08T11:59:46.000Z
9363,0xe733e4df65e5f1fa125dff689eb8bb099a611f40934426f740517b45d06889c8,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xB523DDFC62d4fb7f039fFA12004fCcEE0bCd57e9,21965.86145324263,"Trader Joe","Swap AVAX For Arena",52808957,2024-11-08T11:55:13.000Z
9362,0x00764be5aeda734e8cf2ae611bf3a06aedbb77d6216d724498335c765cc1c44f,0xa64Fc82e419dcBb67eCcA5866613fEa1016ea0B5,0xc010A798F9eED73395A9C72520298ba33a48a2B7,6273.9604112085435,"Trader Joe","Swap ARENA For Tokens",52808752,2024-11-08T11:47:46.000Z
9361,0xae9f9a2de618bef1ccbda26d61e3fc8c3ad474e271bab26ac845560c552da737,0xF835925589ac11Df66690b3aa343De649f38cd83,0x015B96160687614E76BF038d507DFf2e683C2AC4,0.01,"Trader Joe","Add Liquidity",52808590,2024-11-08T11:41:55.000Z
9360,0x42450138bfd1c70c443af68340fd533eddb8afb1264e7fcb2dce0380c449a223,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xA0F2237CBD5cd809034f28a794Ce89f5E6976b47,12.179778570489557,"Trader Joe","Swap AVAX For Arena",52808515,2024-11-08T11:39:02.000Z
9359,0xe476134315c837327cf5684b6292b34b21b006835b4d2763d6151df254d6b2c2,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xa8307FF6637C548105c30eAD3f4f5936142950E9,107.0608978149427,"Trader Joe","Swap AVAX For Arena",52808448,2024-11-08T11:36:40.000Z
9358,0x2dbdb9411be92d8fdbc55dae5ff4c6ee76ff1d47263ce8e60cd0db01ba9fdfff,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xa8307FF6637C548105c30eAD3f4f5936142950E9,134.02766762579907,"Trader Joe","Swap AVAX For Arena",52808406,2024-11-08T11:35:14.000Z
9357,0x9522197d617e94248dbb8b39d830f21ae59fdee6372065692c768cfe25dec2ba,0x3209d05D42cc2D0BcD124D2Dbcd761e8fE44A3Bd,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,530,"Trader Joe","Swap ARENA For Tokens",52808328,2024-11-08T11:32:17.000Z
9356,0xe740015553c9e3a9a6b0a64d8a973e30d710c7bff2e099f2693b27afdd783e30,0x533daE2922C5Aa07eB2eA2146F63BbDd4A61c2d3,0xE4333b4B2e939592fa0321FDe4aE1eA71C9779f9,38.0070559551006,"Trader Joe","Swap AVAX For Arena",52808294,2024-11-08T11:31:02.000Z
9355,0x791ba35fcd9bf2a037c57d66aef5d49b7194d9c6c2cf4ba4a519e23e2caf4fcd,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x08d5282063aF66ffd5b86EeC860D481E888C8054,92.0575031592124,"Trader Joe","Swap AVAX For Arena",52808165,2024-11-08T11:26:17.000Z
9354,0x44b6eccad5bc9f5b7de9f4a561e1bb53134fc134a44f4217b2cc92b5fa10a867,0x6b2Ebf05931c2f728C405BF54DbC280a7Feb52d0,0xc010A798F9eED73395A9C72520298ba33a48a2B7,44633,"Trader Joe","Swap Arena for AVAX",52808150,2024-11-08T11:25:47.000Z
9353,0xe5d5b577dcc61a5a3277c8727c02eb611416b2ce9d67e8cdfeff0ba84c5f9067,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xa8307FF6637C548105c30eAD3f4f5936142950E9,54.14645827005697,"Trader Joe","Swap AVAX For Arena",52807818,2024-11-08T11:13:30.000Z
9352,0x6ec18a453bd978e9da03a291788248744226bce497a47323f4668e7a5a1f3c4f,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x221fe7dD0a030FBc1F17F390f9CD363168721176,18.23857262252647,"Trader Joe","Swap AVAX For Arena",52807524,2024-11-08T11:02:24.000Z
9351,0x1cbe71be2a551e1ba0200c34d751fc0618289886e6ba8425fc9f4763a0b00848,0x6A6bb94954b870800564880670cA95aCc451d644,0x015B96160687614E76BF038d507DFf2e683C2AC4,150001,"Trader Joe","Swap Arena for AVAX",52807370,2024-11-08T10:56:58.000Z
9350,0x0895fad1e9630309006be1b8b5141f7f9d8bf3a85f7d192ed977927bb0e202a4,0x822C2b6f471CC7e037fC3E559E56101d866dc4f4,0x18556DA13313f3532c54711497A8FedAC273220E,14530.312169442253,"Trader Joe","Remove Liquidity",52807357,2024-11-08T10:56:29.000Z
9349,0xb2dc27a66176589299397485dc05e4edf58f3b7e5713a4b90fe01aae7edeb0bb,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x08d5282063aF66ffd5b86EeC860D481E888C8054,31.57614472119019,"Trader Joe","Swap AVAX For Arena",52806283,2024-11-08T10:16:30.000Z
9348,0xc7c0e26fba0b78509e36a989e60f310f58faa886524ea3918b434962906db384,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x055348CbFaf21fC53656039604ca6047bdE5d300,117.09557178092912,"Trader Joe","Swap Tokens For Tokens",52806234,2024-11-08T10:14:45.000Z
9347,0xd3be3aade012578e311172915ebb618d2fb742aa8491fe8db848465b186f76db,0xD978AABe3Dc964B501E8F9c3D8d6268070aa0943,0x015B96160687614E76BF038d507DFf2e683C2AC4,539956.2093860117,"Trader Joe","Add Liquidity",52806171,2024-11-08T10:12:24.000Z
9346,0xe2da08c034c1068eb65ef4ee52ed31ae5b4dbe0ff81aded0bb14b7db96ed93f6,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,539956.2093860117,"Trader Joe","Remove Liquidity",52806148,2024-11-08T10:11:32.000Z
9345,0x5eed36ae7828273f39fd222b77f57970cdb7267d4bacdc043585f9c5682f1fbe,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,0x015B96160687614E76BF038d507DFf2e683C2AC4,2414.9987652161385,"Trader Joe","Swap Arena for AVAX",52806122,2024-11-08T10:10:28.000Z
9344,0x3a68754a9475ec2fe877773427884e5a6d70043b93820f79f73e2c7a6e19644d,0xa8307FF6637C548105c30eAD3f4f5936142950E9,0xc010A798F9eED73395A9C72520298ba33a48a2B7,91446.61075654076,"Trader Joe","Swap Arena for AVAX",52806077,2024-11-08T10:08:50.000Z
9343,0x39bdd426765ed3dc5696128104cf6ed210649a87b61cd584ab7ad953f90c28b9,0x84BE7B52E597b2020cdF749ca594Ce92e4dc62D0,0xc010A798F9eED73395A9C72520298ba33a48a2B7,21891.54407073017,"Trader Joe","Swap Arena for AVAX",52805994,2024-11-08T10:05:52.000Z
9342,0x596b3ccc78944d9c176baaafab7ad0f8b32b59aed7214406aab2df10c63d59c0,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,21891.54407073017,"Trader Joe","Remove Liquidity",52805970,2024-11-08T10:05:02.000Z
9341,0x27519849e6d8987a6dbab6d7fb074b96ad08ab0f3b2f16bbccb911e66e9eac74,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0x4ceE466eA6a81B57150537BfC4bA7b5e82Af335c,25527.424331664708,"Trader Joe","Swap AVAX For Arena",52805715,2024-11-08T09:55:20.000Z
9340,0xc530c792e15120868f40c9fea0953826c5f6a1057f5b039409292ff44a7e999c,0x6807e08253aE8e18c72347152fb18dA8024DF137,0xc010A798F9eED73395A9C72520298ba33a48a2B7,3557.4277528330454,"Trader Joe","Swap Arena for AVAX",52805684,2024-11-08T09:54:08.000Z
9339,0xccd324f665d9a68efeae29b1c71acf703bed2d95842b0fab04aa80a199c0cc3d,0x2526Ea89428Df262C51104Dd74D76E166B08Aa53,0x015B96160687614E76BF038d507DFf2e683C2AC4,5495.85,"Trader Joe","Swap Arena for AVAX",52805628,2024-11-08T09:52:13.000Z
9338,0x3bd17054c6c96c9bd99f20e91daf05eb8692eb938cb709b605a5b8a6045f087f,0xc2eDe1ebAD21Dc8974AE6972Fa1B3407F8D0929f,0x015B96160687614E76BF038d507DFf2e683C2AC4,81424.86339189975,"Trader Joe","Swap Arena for AVAX",52805428,2024-11-08T09:44:19.000Z
9337,0xb3f903a61930d66ba918ac9f036084e9c81c09af4217addb10c4c2763a8a13c0,0x84BE7B52E597b2020cdF749ca594Ce92e4dc62D0,0xc010A798F9eED73395A9C72520298ba33a48a2B7,4263.941511551624,"Trader Joe","Swap Arena for AVAX",52805349,2024-11-08T09:41:29.000Z
9336,0x0b6ec553453af0485370b8bb7359e1ebcdabce8bb7d5a226f1a3c87873bf2751,0xB606E697D05eDAf2AA92dF11280d0005eC0980B0,0xC7F1C4EE69225f95A0d309CE44573f8753e25eE2,621,"Trader Joe","Swap Arena for AVAX",52805298,2024-11-08T09:39:33.000Z
9335,0x0d31e2d791652b3c2885c11be6df96409254b8e4a831ccf07c4afa582e4e5290,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x41042E2988339Bb2890508F9Cdfe776C4e3835DA,54.49439400145261,"Trader Joe","Swap AVAX For Arena",52805143,2024-11-08T09:33:32.000Z
9334,0x6974daf4a1be2afd11fff55dbb586f044d9ad5d17ef2d5aadd34f978ff518446,0xcC189230609e8e3b58cE4Ee066943FfeF4014d93,0x015B96160687614E76BF038d507DFf2e683C2AC4,3000,"Trader Joe","Swap Arena for AVAX",52804899,2024-11-08T09:24:30.000Z
9333,0x9d1b2803bf9cbf72360995728517eb74b013aeed24762c1a33d1fdabb0414863,0x74B4B2cC5BCCFB3804bE6fcC9942AC5D6fc10164,0x015B96160687614E76BF038d507DFf2e683C2AC4,172600,"Trader Joe","Add Liquidity",52804707,2024-11-08T09:16:42.000Z
9332,0x233cc6f0a5dccafaeaf841c55537dffd4fd38c44d933a3fa9b561871122d0c55,0x74B4B2cC5BCCFB3804bE6fcC9942AC5D6fc10164,0x015B96160687614E76BF038d507DFf2e683C2AC4,25000,"Trader Joe","Add Liquidity",52804669,2024-11-08T09:15:23.000Z
9331,0xa110d5c57c996f5d5487e20a775089a21200c53b46a15d108b82efda4e68f453,0x74B4B2cC5BCCFB3804bE6fcC9942AC5D6fc10164,0x015B96160687614E76BF038d507DFf2e683C2AC4,1,"Trader Joe","Add Liquidity",52804646,2024-11-08T09:14:38.000Z
9330,0xd57801e2b36107ce0a91ec01653df65c9b294f343734942cfebfc2a1aba0e538,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x74B4B2cC5BCCFB3804bE6fcC9942AC5D6fc10164,202531.07720375736,"Trader Joe","Swap AVAX For Arena",52804621,2024-11-08T09:13:50.000Z
9329,0xa0b8209278a81f036ed6bd78eb26f8c21b90cc355b39bbcbcec7a3b0dae7e8bd,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x3E878ffb365E689d2A641ddD440B2D9829704352,7.152727406809126,"Trader Joe","Swap AVAX For Arena",52804609,2024-11-08T09:13:23.000Z
9328,0x9d3a1301734c43b4dbab6ba1ca3641f16c3adff6a37d80d0707efbc08394065b,0x0eD4A538CcbC0B39C996d65D1D8E9Bf94f673F7A,0x015B96160687614E76BF038d507DFf2e683C2AC4,3746,"Trader Joe","Swap Arena for AVAX",52804301,2024-11-08T09:01:36.000Z
9327,0x1d7a63cf92f15292f81d89ac7da67ef3740240c02ad7b24ca013b4d0aecf3db9,0x4b9ee1ef81D0481B25e1476998F42d6f2C812Fa5,0x822C2b6f471CC7e037fC3E559E56101d866dc4f4,2000,"Trader Joe","Swap Arena for AVAX",52804167,2024-11-08T08:56:24.000Z
9326,0x6f2761a6cb3d8839f201175a965f50cda56894430aca001bd9a369040757d5c8,0xA2F86C24A95aC59a81de5718d4e90Ff603bC78ae,0x015B96160687614E76BF038d507DFf2e683C2AC4,3842,"Trader Joe","Swap Arena for AVAX",52804003,2024-11-08T08:50:01.000Z
9325,0xba2eafd978f17648e0b79b01ba9059f52b10b1b2da77638cde7a6de9dde75d3d,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xE4333b4B2e939592fa0321FDe4aE1eA71C9779f9,372.39177084088954,"Trader Joe","Swap AVAX For Arena",52803836,2024-11-08T08:44:00.000Z
9324,0xd3bbdcdb28e3c5bcd422758ed511e7cf7388cafbe1283451d835681d6477c9e8,0x941bCb9Fda08f085ebCf36E4e11e5cf245Db00C6,0x015B96160687614E76BF038d507DFf2e683C2AC4,15825,"Trader Joe","Swap Arena for AVAX",52803762,2024-11-08T08:41:07.000Z
9323,0xac975a992d3269cf9ffc88e664235d4e2021aabb8266c7554c5d535501b3bbd9,0x1789b9D9E8f8da2247a4Abb537da64075341D9aD,0xc010A798F9eED73395A9C72520298ba33a48a2B7,11714.402616260197,"Trader Joe","Swap Arena for AVAX",52803546,2024-11-08T08:32:34.000Z
9322,0xb79240569f010eff917e0f4cd737eb12cc922ae062863991f72eaa6b6c1a89b5,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x9Bd2521c5510A3e41C664C04db2b3c85b18F3f6C,22.276564670610316,"Trader Joe","Swap AVAX For Arena",52803508,2024-11-08T08:31:03.000Z
9321,0x0d4f1e0811833d33bbf360c9ffa018eab7a7f32cd0e124634d25584bdd728197,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x425E80eB7CAfe900343b0096eDBe617756acCb9D,96.6644756562695,"Trader Joe","Swap AVAX For Arena",52803365,2024-11-08T08:25:40.000Z
9320,0xc7ea33e92701067207f457a993596d60d2c67a006a7522aecfe58072b6a7edc9,0x1a4b15B276bE55758b51762aBF250c324E0F4708,0x015B96160687614E76BF038d507DFf2e683C2AC4,300001,"Trader Joe","Swap Arena for AVAX",52803360,2024-11-08T08:25:27.000Z
9319,0xca0ee613efe543d24f597778596d6714235e5f6f464e13012a91f8e08fa60476,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xbeB6f962A0Cb4b6E97CC268B1d219701daC3a19C,143.18609804832008,"Trader Joe","Swap AVAX For Arena",52803352,2024-11-08T08:25:08.000Z
9318,0x10c6e45cd43d7a928f07426c4150bd2285d0afe225ba87be89bcc59714799fb1,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,5138.88864655657,"Trader Joe","Remove Liquidity",52803319,2024-11-08T08:23:52.000Z
9317,0xe7246459b934b972ee720f9101a206db7cddb6cd494aa5f074f6bd2470475acd,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x206710759F9c6ad87490a131Ab31255b38A423EB,4.05019196999309,"Trader Joe","Swap AVAX For Arena",52803265,2024-11-08T08:21:52.000Z
9316,0x02831a315a0285485869bb94e0bccf1f66cc8f0b9b52baf7bc2fc15f06faad19,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,371.60044854338946,"Trader Joe","Swap AVAX For Arena",52803263,2024-11-08T08:21:48.000Z
9315,0x9461a3fa2b9327b8299ef7beec1646d182073b438307a714fafc1233b0db21ba,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xdE8476883A4B9aceFCF736a8F97BcE1F1fb54B37,7445.174217886576,"Trader Joe","Swap AVAX For Arena",52803256,2024-11-08T08:21:34.000Z
9314,0xc582438b203bfc1abf8033db2fe798d1dc0083ec70a9917fc9e89399833ae2d8,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x139d124813afCA73D7d71354bFe46DB3dA59702B,47.75329713462656,"Trader Joe","Swap AVAX For Arena",52803242,2024-11-08T08:21:03.000Z
9313,0x072323b77112e4ecb0e64e32fc533c35d26e029cf8dd26921f696f51a8046cb7,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x81a1E801BbD5c4Ae713F169982405a96C354FDCD,385.82699658409405,"Trader Joe","Swap AVAX For Arena",52803177,2024-11-08T08:18:31.000Z
9312,0x57ec7203b1cc8c041f1c2c13b333e6641e112abf5d892c6cf7eb6143ca4ab572,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xD2E9CCFb9917af1C35f06131d4AC1874972734B5,44.78102853837578,"Trader Joe","Swap AVAX For Arena",52803121,2024-11-08T08:16:27.000Z
9311,0x4fd8598a595054605165f9bf1d770110ba488d7708b952314ac22a7b4aa6e571,0x59088Be474Fb73e038E6375585CbfED7cD7B67ea,0x015B96160687614E76BF038d507DFf2e683C2AC4,19697.331708732545,"Trader Joe","Add Liquidity",52803068,2024-11-08T08:14:26.000Z
9310,0x41e94f20f856b8aacef034e3c7d25334906b7904f9b974b56cd9e11462bd6ac1,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x18556DA13313f3532c54711497A8FedAC273220E,38638.821960173394,"Trader Joe","Remove Liquidity",52803014,2024-11-08T08:12:27.000Z
9309,0x94175d37e0f55145233ae04c700309d109f096bdcd588a3eba548e2d285879ff,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x9Bd2521c5510A3e41C664C04db2b3c85b18F3f6C,35.70032739508348,"Trader Joe","Swap AVAX For Arena",52802644,2024-11-08T07:58:55.000Z
9308,0x001a7d008a2e710a313acd1eb25bc4f48bd46e63b801245ca853e3059df2b985,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xbd94847343f344823fa59B74998F977ad670Cf0E,383.93718807909653,"Trader Joe","Swap AVAX For Arena",52802638,2024-11-08T07:58:38.000Z
9307,0x726826744daef5070cc3dc678c8e500f6d0af9d966ca200c8f27557adfd9d421,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x139d124813afCA73D7d71354bFe46DB3dA59702B,175.63225134878525,"Trader Joe","Swap AVAX For Arena",52802534,2024-11-08T07:54:47.000Z
9306,0xb51486c4a64bd88cd8ba4b6a46c6c068c2700f9ec2c6b6c70709ef8e08ab2e56,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0xbA109916A5f1381845d6FC4a2758C1abD196ff93,22.451220005563666,"Trader Joe","Swap AVAX For Arena",52802523,2024-11-08T07:54:23.000Z
9305,0x34a25258fc090b5a23b9b4d5649822e4300f272fd0741adfdfab40f7277ee8ac,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,1107.4438417390547,"Trader Joe","Swap AVAX For Arena",52802510,2024-11-08T07:53:48.000Z
9304,0x2c2509216bb6d2cc1f48b33d594432c7825a98cb54f105f3e74888a3f625b0af,0xa8307FF6637C548105c30eAD3f4f5936142950E9,0x015B96160687614E76BF038d507DFf2e683C2AC4,32445.554397602584,"Trader Joe","Swap Arena for AVAX",52802495,2024-11-08T07:53:15.000Z
9303,0x68ebb6d3f42e969b7b318b255586911a37b1a0153388157e81f4a79de4bb71c1,0xC764a65BeCB19229CE7620d56e7d82152320eFd3,0x7C422DBcD106e22478b530D83D39cda4541B3423,240.18638572440716,"Trader Joe","Swap Arena for AVAX",52802416,2024-11-08T07:50:22.000Z
9302,0x9ab9acd5f6901c611544e26de85db19b31b7e8709d65bba434d8c2ff355ef8f4,0x495Bb3305d73Ff2b76c0969D382114c55bB99189,0x015B96160687614E76BF038d507DFf2e683C2AC4,25000,"Trader Joe","Swap Arena for AVAX",52802413,2024-11-08T07:50:16.000Z
