id,transaction_hash,from_address,to_address,amount,dex,function_called,block_number,timestamp
8884,0x9bff542045e86ed0153a3c951062552112cd86b48b0ab41e8560e39352776c79,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,10004.788354096581,"Trader Joe","Swap AVAX For Arena",52775179,2024-11-07T14:51:20.000Z
8883,0x6c640a4b58ed3b3d2e970c15da8f603bf7b9f3fc0f18a7da7aa2c6b914e1b60d,0x42D6B2D526e62f38574bA66B66D59A17fccc321e,0x015B96160687614E76BF038d507DFf2e683C2AC4,10900,"Trader Joe","Swap Arena for AVAX",52775163,2024-11-07T14:50:44.000Z
8882,0x77b80debc18e9852fb82f07cfd675f83f30a6337715ca48197e6e837edb3e2ef,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3338.8652102664996,"Trader Joe","Swap AVAX For Arena",52775160,2024-11-07T14:50:39.000Z
8881,0x250fa2681e238eae09c83daa0d4a45dec52bbb3da4834279e99be94c5a42b049,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,13319.925862265734,"Trader Joe","Swap AVAX For Arena",52775041,2024-11-07T14:46:07.000Z
8880,0x8d392431b871973d1f893187802f65851e500aeb583bd8dd62a0d23f38461ef4,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,13319.925862265734,"Trader Joe","Swap AVAX For Arena",52775039,2024-11-07T14:46:02.000Z
8879,0x523f078aeb73b27c7dae96157f6882f5fd318315e2877ae580f6cb17afb2192f,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,13319.925862265734,"Trader Joe","Swap AVAX For Arena",52775029,2024-11-07T14:45:40.000Z
8878,0x7f14d44e92cd011455ddb03ad51348f4f1e6775585178957138b148428c692ef,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,31634.823922881118,"Trader Joe","Swap AVAX For Arena",52775020,2024-11-07T14:45:22.000Z
8877,0x1aff6903192f348d1cc75f75c5b54e6f1eb2eab0a70edc9b1d67164a414a6ae1,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,13996.596304431583,"Trader Joe","Swap AVAX For Arena",52775013,2024-11-07T14:45:02.000Z
8876,0xa82e9ae3795cb2365e8109aa6c58a5e79b46c19ff0e3b508abfa4234dd6ebdde,0xDFab6EfD824760BF95d6643a7135E44695145afF,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,5000,"Trader Joe","Swap ARENA For Tokens",52775005,2024-11-07T14:44:46.000Z
8875,0xa6dc0a92754d50fbdcbacf16637c3d39e21dc89ce461a32b7ceb9b49f880c171,0x55013F04e971Cb601489b5b16B29A5849Bf33377,0xc010A798F9eED73395A9C72520298ba33a48a2B7,15387.78723413712,"Trader Joe","Swap Arena for AVAX",52775004,2024-11-07T14:44:44.000Z
8874,0xfe38ce5a7a43e9107118b32770fec69d4c5502c5bc1613840a90149245ab9122,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6662.14837909481,"Trader Joe","Swap AVAX For Arena",52774982,2024-11-07T14:43:46.000Z
8873,0xf723b2d1f324a748168b2fb0d2b2e108426848aedc707f8ddc304dba6d9fbc5c,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16649.907327832167,"Trader Joe","Swap AVAX For Arena",52774976,2024-11-07T14:43:29.000Z
8872,0xc0d6af9f023cba1b91f61804d42c0797fae95f1fc01872f3cf59072f6d00cfc3,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,21644.87952618182,"Trader Joe","Swap AVAX For Arena",52774926,2024-11-07T14:41:43.000Z
8871,0xee9c6eed2c4af40c4c1551e1d0f4f72e34faa70d831f49156dc489e50b17b1dc,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,10000.442460394144,"Trader Joe","Swap AVAX For Arena",52774922,2024-11-07T14:41:33.000Z
8870,0x24717c0adf633e9b731eff98806947e372d2672bd9fb3894c74f600d215c07b3,0xdC698e0FaEb2520519b668B5D2FA648971c71B73,0xc010A798F9eED73395A9C72520298ba33a48a2B7,1200.5648013370653,"Trader Joe","Swap Arena for AVAX",52774895,2024-11-07T14:40:22.000Z
8869,0x2ba65400de6b98fe17acd6604a57576d9ee966cd9d5bb319ae2b2fe06f74b609,0xE03935FDe090464a1FF679802a63a713dBfF3B66,0xc010A798F9eED73395A9C72520298ba33a48a2B7,26246.497,"Trader Joe","Swap ARENA For Tokens",52774881,2024-11-07T14:39:50.000Z
8868,0x50acb9957e5e9299342daa1155f51a94078d362178b8f593997f38169ec662b7,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,33299.81465566433,"Trader Joe","Swap AVAX For Arena",52774857,2024-11-07T14:38:54.000Z
8867,0x6aad9560fcc054679c795cc1e3d0f2f3f43de1bcf97bb627a4eb51a2e20afab6,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,9989.9443966993,"Trader Joe","Swap AVAX For Arena",52774842,2024-11-07T14:38:18.000Z
8866,0x0ac4567258c75ca87a84ae3b224f411bf1a1b8c93e26f2c525214b00ef30c56a,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xB523DDFC62d4fb7f039fFA12004fCcEE0bCd57e9,18305.82212283476,"Trader Joe","Swap AVAX For Arena",52774833,2024-11-07T14:38:00.000Z
8865,0x8153aad3333b08370315992d5e2f9187fdace052a9c72e3a2adb784f8a4571cf,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,15182.421361075809,"Trader Joe","Swap Tokens For Tokens",52774832,2024-11-07T14:37:58.000Z
8864,0x71b9cdfd7a485fc2749389eea57f2da2122465a571a046c0a03aa1d83eaac8ca,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,15432.485107627996,"Trader Joe","Swap Tokens For Tokens",52774722,2024-11-07T14:33:51.000Z
8863,0xbd0ffc2a1e12f941c11c1b4c22c0b86d6bc8c1aab1b3b42801fc4495fe68083d,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,19979.8887933986,"Trader Joe","Swap AVAX For Arena",52774710,2024-11-07T14:33:24.000Z
8862,0x74346b2f4d41e3976ecdf6932526d85658dcef5420277ee5a8f269b83c131ac3,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,15704.037218528958,"Trader Joe","Swap Tokens For Tokens",52774709,2024-11-07T14:33:22.000Z
8861,0x824446ad0d1dd77757e021ecfb0b44e668c77d28e14297d693a98cd51d937f56,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,19979.8887933986,"Trader Joe","Swap AVAX For Arena",52774673,2024-11-07T14:31:54.000Z
8860,0xaf7d438db07537dff6cdbff4cbe9d5e8f10fa1b5a53f396188cdc254a110635e,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,1498.9617581914556,"Trader Joe","Swap AVAX For Arena",52774630,2024-11-07T14:30:19.000Z
8859,0x06c61ce353f62f210e57d494c890f5ed3ba2e074f8e568cfabe1ae3665f0fec3,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,13319.925862265734,"Trader Joe","Swap AVAX For Arena",52774598,2024-11-07T14:29:06.000Z
8858,0x6cbe9c2f0dc5cd4d21360279dab7e2cc29fb596bb8f037e6f4449e3ba71f84c5,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,13332.679961592523,"Trader Joe","Swap AVAX For Arena",52774565,2024-11-07T14:27:59.000Z
8857,0x0ad62ea12365a783f65ac88725a54c1d3b43cce27665db1b771c9e8540680aee,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,18328.594163578076,"Trader Joe","Swap AVAX For Arena",52774548,2024-11-07T14:27:22.000Z
8856,0x9d7c6ab8da161505c6d113e7975a93c0a2cb1a945be3138f6d71c86be1adf908,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3335.5979734087873,"Trader Joe","Swap AVAX For Arena",52774521,2024-11-07T14:26:28.000Z
8855,0x3cd2fe4f3dc3b6a45e552579c96810a0cfaff396dde81808ae51dc559749be72,0xD1A5C9A345eaCB7D266ccaEec637249bcE00E368,0x015B96160687614E76BF038d507DFf2e683C2AC4,230047.5717617717,"Trader Joe","Swap Arena for AVAX",52774343,2024-11-07T14:19:47.000Z
8854,0xea1fb21a33636da866456a9fb91cb256cc08f1d1f79aad623bdaff33f3651be5,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6005.05206160138,"Trader Joe","Swap AVAX For Arena",52774272,2024-11-07T14:17:14.000Z
8853,0x54544fd651cd4dd9734b93b2f377ff44e5fd27c5b9410a3d3c415f0cbd4e1420,0xC7B3Fd6823a835977aBe6c232446E8fA063259F5,0xc010A798F9eED73395A9C72520298ba33a48a2B7,31622.97324725169,"Trader Joe","Swap Arena for AVAX",52774267,2024-11-07T14:17:01.000Z
8852,0xd5fd64d5a7b12b25f8caeae7fcc57f687cf36aa80e7ab96809d2bc309fff2e39,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3329.8235671422226,"Trader Joe","Swap AVAX For Arena",52774224,2024-11-07T14:15:34.000Z
8851,0xb450df3fb8244ff4d9d348d370c7397b46d62feb4bf1ce1d3f489602804f0197,0x62070bC3B40Caeff813590A649ba0F2236246988,0xc010A798F9eED73395A9C72520298ba33a48a2B7,1900,"Trader Joe","Swap Arena for AVAX",52774201,2024-11-07T14:14:39.000Z
8850,0x0d9719913c8cf0460344d6ee9a45cc4cfe7662acb8568f3651384e34c67e9e0a,0xa8307FF6637C548105c30eAD3f4f5936142950E9,0xc010A798F9eED73395A9C72520298ba33a48a2B7,56598.48869297215,"Trader Joe","Swap Arena for AVAX",52773921,2024-11-07T14:04:33.000Z
8849,0xd81c5022d9dff06b7ba1c53c5b79859a4e30d730c9487bad6b96c4ba4959d8cc,0xDFab6EfD824760BF95d6643a7135E44695145afF,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,5000,"Trader Joe","Swap ARENA For Tokens",52773832,2024-11-07T14:01:23.000Z
8848,0x85b981b697a1c2ce31ccaea905a4e847ec025ebedff02a6f861d1a500eb2eedb,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,33326.966567658346,"Trader Joe","Swap AVAX For Arena",52773811,2024-11-07T14:00:36.000Z
8847,0x9df486da32c9da78e4ca42369d06b8ff80c0860357fcc9ad31afc23758efbafe,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3337.9886484795834,"Trader Joe","Swap AVAX For Arena",52773805,2024-11-07T14:00:24.000Z
8846,0x333279d6527b4d62883afce785eb21540f4d1c89210748f739353e8521570d5a,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,20717.10878979165,"Trader Joe","Swap AVAX For Arena",52773779,2024-11-07T13:59:27.000Z
8845,0xefaefbcef8916bdb3e9d615f29edc23d8237fdea12726a17fee22beb09994810,0x7ed2ac5Ec75f6Ec6e1211217f8C99070cB41D139,0x015B96160687614E76BF038d507DFf2e683C2AC4,375000,"Trader Joe","Add Liquidity",52773754,2024-11-07T13:58:29.000Z
8844,0x68e907d6caa421dfad0fc2a0ce2a55cd01d3361e505b614942e4e9c28c85bc10,0x822C2b6f471CC7e037fC3E559E56101d866dc4f4,0x18556DA13313f3532c54711497A8FedAC273220E,12688.65370866611,"Trader Joe","Remove Liquidity",52773726,2024-11-07T13:57:28.000Z
8843,0xdd63e012553b321a1529b81699e0db4101483f5633205119f87771a83d47c496,0x7ed2ac5Ec75f6Ec6e1211217f8C99070cB41D139,0x015B96160687614E76BF038d507DFf2e683C2AC4,375000,"Trader Joe","Swap Arena for AVAX",52773702,2024-11-07T13:56:26.000Z
8842,0x83cd333326e03748979ba01b5306dec0882b905b51f145a7d40d3036f66cb869,0xDF8be9f172ef5DcD95Aa66Ee4B939e24CA1163eA,0x015B96160687614E76BF038d507DFf2e683C2AC4,14091.075800892497,"Trader Joe","Swap Arena for AVAX",52773691,2024-11-07T13:55:56.000Z
8841,0x46c51859c4f369bd64b9fd58ccd4605cfaabec4c811f9e2568518d89a32df8fe,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0x7ed2ac5Ec75f6Ec6e1211217f8C99070cB41D139,1562.9234442803509,"Trader Joe","Swap Tokens For ARENA",52773675,2024-11-07T13:55:21.000Z
8840,0xa30013c1524ea939ab4be533d0e2b6960ab41c05fe7c4407335d1944460502a8,0xa6A073b0C7D6F478fAfbb613Fd22Cd59a055222F,0x015B96160687614E76BF038d507DFf2e683C2AC4,9000,"Trader Joe","Swap Arena for AVAX",52773625,2024-11-07T13:53:20.000Z
8839,0x945b1a0943f05900becde3e4f352180f03038a4c8bd9d9063e3363aaca8e6972,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3329.9814655664336,"Trader Joe","Swap AVAX For Arena",52773539,2024-11-07T13:50:17.000Z
8838,0x0c81f1fe1b705d7dd60e3f4e15fe1b4172dd45807a40230bc6cacdb5c4d4caed,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3329.9814655664336,"Trader Joe","Swap AVAX For Arena",52773532,2024-11-07T13:49:59.000Z
8837,0xea2634f6348fbd515522778829b39306d291b9541fbfb64243369d4ab1894f7d,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6659.962931132867,"Trader Joe","Swap AVAX For Arena",52773526,2024-11-07T13:49:46.000Z
8836,0xdc488afa66caa7cdd9e52d6e1bea6167c173c93b97a393d8c2aa14bed35cf2e3,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6659.962931132867,"Trader Joe","Swap AVAX For Arena",52773517,2024-11-07T13:49:29.000Z
8835,0x4d7de0f5cf352fb4beefafd0b2e16e59aabfb098abbc2c6bd7047a6e5508a1ec,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6659.962931132867,"Trader Joe","Swap AVAX For Arena",52773509,2024-11-07T13:49:13.000Z
8834,0x6048e0fe405761e0f89db51d4977d9dc9f9112445332af3577489a7eb6456a64,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16649.907327832167,"Trader Joe","Swap AVAX For Arena",52773497,2024-11-07T13:48:40.000Z
8833,0x7cb6cab90526633e4fa94ac572dada99e7ae5d396361a90b6f0aa8399fd535b0,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16649.907327832167,"Trader Joe","Swap AVAX For Arena",52773480,2024-11-07T13:48:03.000Z
8832,0x0c1c8f41b6fa9a6e551ad0ab189931f695b723e7ccfb2d55cb2a1cf2c87cd580,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16651.698476749454,"Trader Joe","Swap AVAX For Arena",52773463,2024-11-07T13:47:23.000Z
8831,0xa5967d1f7583be9e290e8c2068b46e090bb9ebc51b818b7bea1d186454ec543c,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3666.598128181771,"Trader Joe","Swap AVAX For Arena",52773426,2024-11-07T13:46:09.000Z
8830,0x8f5fb2c329e7718b5529c5abbe501357cec8623fae9e8768ee4088d8ed62370c,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3329.9814655664336,"Trader Joe","Swap AVAX For Arena",52773343,2024-11-07T13:43:17.000Z
8829,0x7d2043ba9a16d8c08f50896ebf8558d51f4f984b73ac5945016db88bf861c142,0xaEb54093772255C26FBF31463b0a23992CeA0fbe,0x015B96160687614E76BF038d507DFf2e683C2AC4,100000,"Trader Joe","Swap Arena for AVAX",52773317,2024-11-07T13:42:23.000Z
8828,0xbbabacb31906d7ad18f22dfd79479fe685e620e87ef1c8276c4c1830a592cebe,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,18314.898060615385,"Trader Joe","Swap AVAX For Arena",52773317,2024-11-07T13:42:23.000Z
8827,0x7c9eebf8ceae133be14f2b74b3a679be74ab31d1847749b1a370abee520253ac,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6664.058691451813,"Trader Joe","Swap AVAX For Arena",52773313,2024-11-07T13:42:09.000Z
8826,0x96a0d9520ed18f3fe468afc552a628190dcbfdfa896ac6b5a7ece62dcb110ae6,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,666.6173406206217,"Trader Joe","Swap AVAX For Arena",52773311,2024-11-07T13:42:02.000Z
8825,0xbe6df8857aa0ab085a74c8e2b5c25c133cb6c82f48575e8fcf06197993efa75e,0xDFab6EfD824760BF95d6643a7135E44695145afF,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,10000,"Trader Joe","Swap ARENA For Tokens",52773296,2024-11-07T13:41:30.000Z
8824,0xe2995f707b23a58bf4a4a6cfc635b7cfeb3f6984f977f057e0418f69bfe3e479,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,739.8357633957764,"Trader Joe","Swap AVAX For Arena",52773237,2024-11-07T13:39:23.000Z
8823,0xd2a7b51d2d0b8be74461303da234ae091f200f80a750b08d3179477cdfcb2970,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3334.609246486506,"Trader Joe","Swap AVAX For Arena",52773225,2024-11-07T13:38:50.000Z
8822,0x87bb8769197000ae8be94ce09746c2bd77ebc37768b1cc3005139d8ce033d3bd,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6672.11109294193,"Trader Joe","Swap AVAX For Arena",52773214,2024-11-07T13:38:26.000Z
8821,0x24f41f65bcdfea70eaaa7869ca12db086c74c94d860853897edbd23b3bca1ba7,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,33418.54544614102,"Trader Joe","Swap AVAX For Arena",52773210,2024-11-07T13:38:15.000Z
8820,0x9e90e5ac4222abd88a76470e7c8e47b0dac3e3755a66266c085469f2e67a4609,0x1a5b89F26E6dfE90c9900003677440F81cCa34C7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,5000,"Trader Joe","Swap ARENA For Tokens",52773123,2024-11-07T13:35:03.000Z
8819,0xeee650713eeb2ad61923b17868154c3f02a489cc845e9023c1dec940e92f45e0,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x7ed2ac5Ec75f6Ec6e1211217f8C99070cB41D139,24783.781760480095,"Trader Joe","Swap Tokens For ARENA",52773087,2024-11-07T13:33:42.000Z
8818,0x6b5512a9b3858bdf39ac143e9e9a12e82911468f7413d59ec9f95727329ad919,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xdfFB3c65B09BC14EE7B5ecD1Ff8681FCd14B155c,18526.969017759762,"Trader Joe","Swap Tokens For ARENA",52772892,2024-11-07T13:26:34.000Z
8817,0xc70228ff6b63731f43e4f17421c705a0014ba4230688f961ac8ecc45233abc0e,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,468.3791299668159,"Trader Joe","Swap Tokens For Tokens",52772770,2024-11-07T13:21:53.000Z
8816,0x09fce54a4ab77d11d5e8ccbf6a336eb976ef0b137e59ca430b28a2ddbe7a6a56,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6661.179137752291,"Trader Joe","Swap AVAX For Arena",52772552,2024-11-07T13:13:38.000Z
8815,0x7fb3bad7098461509129faad3fb2e3a1800bab00bad18c872672263d60315644,0x8615f2C4DaA881b3BcDE58283aFB5cA76f84Ea31,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,5887.857653780353,"Trader Joe","Swap ARENA For Tokens",52772513,2024-11-07T13:12:06.000Z
8814,0x8dece4d8bd037408d9be97d5dd1f595a380da9973433980494cb1bcb7da1b466,0x8615f2C4DaA881b3BcDE58283aFB5cA76f84Ea31,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,5000,"Trader Joe","Swap ARENA For Tokens",52772505,2024-11-07T13:11:50.000Z
8813,0xaaeb418641c3c698c763addf354c907701335b1c69cfed3b0eeedf9c1530ddd7,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,3330.1362104362915,"Trader Joe","Swap AVAX For Arena",52772488,2024-11-07T13:11:13.000Z
8812,0x96027b02d61fb1b7e11598c1b9a57d8d971d19306d5d7e84cd4d2defa51d0034,0x015B96160687614E76BF038d507DFf2e683C2AC4,0x8615f2C4DaA881b3BcDE58283aFB5cA76f84Ea31,10786.857653780353,"Trader Joe","Swap Tokens For ARENA",52772488,2024-11-07T13:11:13.000Z
8811,0xbec8f8d2ed9545ac7225cc46ccacc2902435c0ae07e12a82f367410308f76ffe,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16650.11182819056,"Trader Joe","Swap AVAX For Arena",52772421,2024-11-07T13:08:40.000Z
8810,0xf4690ec67dd13404b9201c61f94ef627a392fb6109e577e4a302d88a07185339,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,10025.602109533906,"Trader Joe","Swap Tokens For Tokens",52772409,2024-11-07T13:08:13.000Z
8809,0x68b792f8449d1f3b97525d4406ae9e05dbe7e17bf985024364dcfaa535bdff60,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16671.554155840568,"Trader Joe","Swap AVAX For Arena",52772244,2024-11-07T13:01:52.000Z
8808,0xc67361fb20921f8bb4e436b26b756eb00ee432a4d08358a8401caab4af4f5da3,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6241.348365407691,"Trader Joe","Swap AVAX For Arena",52772242,2024-11-07T13:01:48.000Z
8807,0xa33363c26acfd891add9197f8afec902da9f27bb98681ca01530ccb2b5fcf467,0x62070bC3B40Caeff813590A649ba0F2236246988,0x015B96160687614E76BF038d507DFf2e683C2AC4,4051,"Trader Joe","Swap Arena for AVAX",52772186,2024-11-07T12:59:41.000Z
8806,0xc629727823bcfe6adb2fef11b999b863fc44146422df309527194a4a5b88d824,0x8ceA512Bb73E4E67F61e36b72157e20bD6761F34,0xc010A798F9eED73395A9C72520298ba33a48a2B7,9594,"Trader Joe","Swap Arena for AVAX",52772030,2024-11-07T12:53:53.000Z
8805,0x7148ec03d17de0a310d848252907c98271f33b58b28c5961c621fdc2e1108e6c,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xDFab6EfD824760BF95d6643a7135E44695145afF,66599.62931132867,"Trader Joe","Swap AVAX For Arena",52771888,2024-11-07T12:48:31.000Z
8804,0x82972232a83144f87475e2947f9f05350c0804e18e1ac28384c5a3a3cc114c04,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16649.907327832167,"Trader Joe","Swap AVAX For Arena",52771876,2024-11-07T12:48:02.000Z
8803,0x56b1ff83dafe5fb5278bc7a4597f1d4216afcb80d7788250ee5259d50bca2e6d,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6659.962931132867,"Trader Joe","Swap AVAX For Arena",52771862,2024-11-07T12:47:31.000Z
8802,0x7a0650421ecaea433b768ee593c3f57328c2c6f39eca8f6dc271b7f6a68ee378,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16649.907327832167,"Trader Joe","Swap AVAX For Arena",52771745,2024-11-07T12:43:12.000Z
8801,0xe995c4f63af6d5b7effa159a6a135d0e4bd7cb8f4ae8fc07ce15448570edafe7,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,16649.907327832167,"Trader Joe","Swap AVAX For Arena",52771732,2024-11-07T12:42:46.000Z
8800,0x33831e4ab3fc2fd7a563d4a148deb0b850ebc8d7d47231b574a30c9f8a09d662,0x015B96160687614E76BF038d507DFf2e683C2AC4,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6659.962931132867,"Trader Joe","Swap AVAX For Arena",52771622,2024-11-07T12:38:36.000Z
8799,0x088dde01743c58d65054609be1e1cc44913870e27266a05ae08117ff3c7d5e55,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6660.386893825435,"Trader Joe","Swap AVAX For Arena",52771531,2024-11-07T12:35:09.000Z
8798,0xc7a5e10b20a919d812597e7cf52ff4ddbfae5a0c85230e8232100145b2e93074,0xc010A798F9eED73395A9C72520298ba33a48a2B7,0xc7087EB4a8561dA8c9AdAfB2c2dcb1f94B6b2C6F,6664.23447472975,"Trader Joe","Swap AVAX For Arena",52771480,2024-11-07T12:33:21.000Z
